version,task,warmup_runs,repeats,documents,ko_documents,en_documents,total_chars,total_bytes,original_total_chars,original_total_bytes,truncated_documents,source_counted_tokens,output_tokens,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_min,elapsed_sec_max,peak_memory_mb_mean,peak_memory_mb_max,peak_rss_mb_mean,peak_rss_mb_max,docs_per_sec,tokens_per_sec,unique_chunks,cache_hits,cache_misses,cache_size,final_vocab_size,total_merges,n_workers,max_doc_chars,python_version,platform,cpu_count,tokenizer_path,notes
after,encode,0,5,2000,1044,956,1549444,2289595,5728524,7087857,1152,1611171,430386,12.788423060020431,0.8910577979644023,12.35687469993718,14.381572100101039,26.725876808166504,27.23955535888672,465.58359375,465.9609375,156.39144800053282,33654.34486957866,0,16623,11542,11542,0,0,1,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,after optimization
