version,task,warmup_runs,repeats,documents,ko_documents,en_documents,total_chars,total_bytes,original_total_chars,original_total_bytes,truncated_documents,source_counted_tokens,output_tokens,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_min,elapsed_sec_max,peak_memory_mb_mean,peak_memory_mb_max,peak_rss_mb_mean,peak_rss_mb_max,docs_per_sec,tokens_per_sec,unique_chunks,cache_hits,cache_misses,cache_size,final_vocab_size,total_merges,n_workers,max_doc_chars,python_version,platform,cpu_count,tokenizer_path,notes
after,train_small,0,1,50274,26232,24042,42502404,66776379,158161162,209227770,33459,48441188,1024,97.52731589996256,0.0,97.52731589996256,97.52731589996256,462.71791553497314,462.71791553497314,5021.8125,5021.8125,515.4863489893224,10.499622496023118,0,0,0,0,1024,768,8,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,after optimization
