version,task,warmup_runs,repeats,documents,ko_documents,en_documents,total_chars,total_bytes,original_total_chars,original_total_bytes,truncated_documents,source_counted_tokens,output_tokens,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_min,elapsed_sec_max,peak_memory_mb_mean,peak_memory_mb_max,peak_rss_mb_mean,peak_rss_mb_max,docs_per_sec,tokens_per_sec,unique_chunks,cache_hits,cache_misses,cache_size,final_vocab_size,total_merges,n_workers,max_doc_chars,python_version,platform,cpu_count,tokenizer_path,notes
after,encode,0,1,50274,26232,24042,42502404,66776379,158161162,209227770,33459,48441188,12730989,437.70712489984,0.0,437.70712489984,437.70712489984,178.01843357086182,178.01843357086182,996.57421875,996.57421875,114.85762314585156,29085.633465329625,0,484947,307527,65536,0,0,8,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,after optimization
after,chunk_count,0,1,50274,26232,24042,42502404,66776379,158161162,209227770,33459,48441188,507084,6.329107700148597,0.0,6.329107700148597,6.329107700148597,608.039008140564,608.039008140564,4042.19140625,4042.19140625,7943.299811254538,80119.3507874885,10695,0,0,0,0,0,8,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,after optimization
