version,task,warmup_runs,repeats,documents,ko_documents,en_documents,total_chars,total_bytes,original_total_chars,original_total_bytes,truncated_documents,source_counted_tokens,output_tokens,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_min,elapsed_sec_max,peak_memory_mb_mean,peak_memory_mb_max,peak_rss_mb_mean,peak_rss_mb_max,docs_per_sec,tokens_per_sec,unique_chunks,cache_hits,cache_misses,cache_size,final_vocab_size,total_merges,n_workers,max_doc_chars,python_version,platform,cpu_count,tokenizer_path,notes
before,encode,0,5,1000,522,478,777612,1160238,2657113,3382304,582,778800,219672,242.5389027000405,41.64451760552838,222.30450400011614,317.0124725999776,0.0813791275024414,0.08599281311035156,403.5890625,404.265625,4.123049906087635,905.718618970083,0,0,0,0,0,0,1,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,baseline before optimization
