version,task,warmup_runs,repeats,documents,ko_documents,en_documents,total_chars,total_bytes,original_total_chars,original_total_bytes,truncated_documents,source_counted_tokens,output_tokens,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_min,elapsed_sec_max,peak_memory_mb_mean,peak_memory_mb_max,peak_rss_mb_mean,peak_rss_mb_max,docs_per_sec,tokens_per_sec,unique_chunks,cache_hits,cache_misses,cache_size,final_vocab_size,total_merges,n_workers,max_doc_chars,python_version,platform,cpu_count,tokenizer_path,notes
before,encode,0,1,50274,26232,24042,42502404,66776379,158161162,209227770,33459,48441188,12730989,18090.043899300043,0.0,18090.043899300043,18090.043899300043,0.09296703338623047,0.09296703338623047,503.19140625,503.19140625,2.779097733529837,703.7566669748435,0,0,0,0,0,0,8,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,baseline before optimization
before,chunk_count,0,1,50274,26232,24042,42502404,66776379,158161162,209227770,33459,48441188,496228,7.5506076999008656,0.0,7.5506076999008656,7.5506076999008656,603.0953531265259,603.0953531265259,3913.734375,3913.734375,6658.272022351269,65720.27308563722,9088,0,0,0,0,0,8,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,baseline before optimization
