version,task,warmup_runs,repeats,documents,ko_documents,en_documents,total_chars,total_bytes,original_total_chars,original_total_bytes,truncated_documents,source_counted_tokens,output_tokens,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_min,elapsed_sec_max,peak_memory_mb_mean,peak_memory_mb_max,peak_rss_mb_mean,peak_rss_mb_max,docs_per_sec,tokens_per_sec,unique_chunks,cache_hits,cache_misses,cache_size,final_vocab_size,total_merges,n_workers,max_doc_chars,python_version,platform,cpu_count,tokenizer_path,notes
before,train_small,0,1,50274,26232,24042,42502404,66776379,158161162,209227770,33459,48441188,1024,106.6288143999409,0.0,106.6288143999409,106.6288143999409,462.6152811050415,462.6152811050415,5165.22265625,5165.22265625,471.48606390232794,9.603407913354493,0,0,0,0,1024,768,8,1000,3.14.3,Windows-10-10.0.19045-SP0,16,artifacts/tokenizer_150k.json,baseline before optimization
